Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Ek Paheli Leela,2015,145,"Mystery, Romance, Thriller",3.7,1700,Bobby Khan,Sunny Leone,Rahul Dev,Mohit Ahlawat
Ek tha Bhujang,2015,73,Drama,6.9,8,Mohinder Pratap Singh,Yashit Duggal,Siddant Gupta,Pritma Manohar
Extraordinaari,2015,144,"Drama, Family, Fantasy",3.4,9,Sunanda Shyamal Mitra,Rituparna Sengupta,Abhishek Gupta,Satyajit Sharma
Fireflies in the Abyss,2015,88,"Documentary, Drama",7,71,Chandrasekhar Reddy,Nishant Rai,Raj Rai,Suraj Subba
Four Pillars of Basement,2015,134,"Action, Mystery, Thriller",4.6,19,Giresh Naik,Shawar Ali,Ravi Gadariya,Zakir Husain
Gabbar is Back,2015,128,"Action, Comedy, Crime",7.1,23209,Radha Krishna Jagarlamudi,Akshay Kumar,Shruti Haasan,Kareena Kapoor
Gour Hari Dastaan: The Freedom File,2015,114,"Biography, Drama",7.4,533,Ananth Narayan Mahadevan,Vinay Pathak,Konkona Sen Sharma,Ranvir Shorey
Guddu Ki Gun,2015,130,Comedy,4.7,672,Sheershak Anand,Shantanu Ray Chhibber,Kunal Khemu,Payel Sarkar
Guddu Rangeela,2015,124,"Comedy, Drama",5.3,864,Subhash Kapoor,Arshad Warsi,Amit Sadh,Ronit Roy
Guy in the blue,2015,86,"Mystery, Romance, Thriller",6.7,7,Akhilesh Verma,Jannat Shekhawat,Varsha Varsha,Uma Verma
Hai Golmaal in White House,2015,125,Comedy,2.5,8,Salar Shaikh,Arun Bakshi,Krishna Bhatt,Rajesh Chowdhury
Hamari Adhuri Kahani,2015,129,"Drama, Romance",6.7,5546,Mohit Suri,Rajkummar Rao,Emraan Hashmi,Vidya Balan
Haraamkhor,2015,90,"Drama, Romance",6.4,3764,Shlok Sharma,Nawazuddin Siddiqui,Shweta Tripathi,Trimala Adhikari
Hate Story 3,2015,126,"Drama, Thriller",4.5,3047,Vishal Pandya,Sharman Joshi,Karan Singh Grover,Zareen Khan
Hawaizaada,2015,148,"Biography, Drama",5.5,1753,Vibhu Puri,Naman Jain,Mithun Chakraborty,Kanishka Singh Deo
Hero,2015,145,"Action, Drama, Musical",3.5,2398,Nikkhil Advani,Sooraj Pancholi,Athiya Shetty,Tigmanshu Dhulia
Hey Bro,2015,113,"Action, Comedy, Drama",2.9,169,Ajay Chandhok,Ganesh Acharya,Maninder Singh,Nupur Sharma
Hogaya Dimaagh Ka Dahi,2015,124,"Comedy, Drama",3.8,45,Fauzia Arshi,Rajesh Bakshi,Danish Bhatt,Bunty Chopra
Hum Tum Dushman Dushman,2015,114,"Drama, War",6.4,18,Iqbal Durrani,Mashaal Durrani,Sohini Pal,Mukesh Rishi
Hunterrr,2015,141,"Comedy, Romance",7,5798,Harshavardhan Kulkarni,Gulshan Devaiah,Radhika Apte,Sai Tamhankar
I Am Mr Mother,2015,90,"Drama, Romance",5.7,23,I.A. Siddique,Mehul Adwani,Dheeraj Bishnoi,Munmun Guha
I Am Offended,2015,102,Documentary,8.6,17,Jaideep Varma,Tanmay Bhat,Cyrus Broacha,Vir Das
I Love NY,2015,127,"Comedy, Romance",3.4,648,Radhika Rao,Vinay Sapru,Sunny Deol,Kangana Ranaut
India's Daughter,2015,63,"Documentary, Biography, Crime",8.2,1998,Leslee Udwin,Asha Devi,Badri Singh,Satendra
India's Daughter,2015,120,"Action, Crime, Drama",6.9,21,Rupesh Paul,Omkar Das Manikpuri,Amann Grewal,Vishal Om Prakash
Ishq Ke Parindey,2015,120,"Music, Romance",6.8,51,Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Azad
Ishqedarriyaan,2015,132,Romance,4.8,151,V.K. Prakash,Mimoh Chakraborty,Kavin Dave,Mohit Dutta
Island City,2015,108,Drama,6.7,315,Ruchika Oberoi,Vinay Pathak,Amruta Subhash,Tannishtha Chatterjee
Jaanisaar,2015,124,"Drama, Romance",5,116,Muzaffar Ali,Imran Abbas,Pernia Qureshi,Muzaffar Ali
Jai Ho! Democracy,2015,85,"Comedy, War",5.2,55,Bikramjeet Bhullar,Ranjit Kapoor,Azb Dahal,Dolly Ahluwalia
Jai Jawaan Jai Kisaan,2015,100,"Biography, Drama, History",5.2,28,Milann Ajmera,Rati Agnihotri,Kanchan Awasthi,Rishi Bhutani
Jazbaa,2015,119,"Action, Crime, Drama",5.8,3375,Sanjay Gupta,Aishwarya Rai Bachchan,Irrfan Khan,Shabana Azmi
Kaagaz Ke Fools,2015,109,Comedy,3.9,136,Anil Chaudhary,Vinay Pathak,Mugdha Godse,Raima Sen
Kaash,2015,106,Drama,5,20,Ishaan Nair,Nidhi Sunil,Kavya Trehan,Varun Mitra
Katti Batti,2015,135,"Comedy, Drama, Romance",4.9,2856,Nikkhil Advani,Imran Khan,Kangana Ranaut,Suhaas Ahuja
Kaun Kitney Paani Mein,2015,112,"Comedy, Drama, Family",6.1,458,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla
Khamoshiyan,2015,122,"Drama, Horror, Romance",4,1220,Karan Darra,Gurmeet Choudhary,Ali Fazal,Sapna Pabbi
Khoya,2015,82,Drama,7.5,77,Sami Khan,Rupak Ginn,Ravi Khanvilkar,Stephen McHattie
Kis Kisko Pyaar Karoon,2015,133,"Comedy, Romance",5.7,5679,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Kapil Sharma,Simran Kaur Mundi
Kuch Kuch Locha Hai,2015,143,"Comedy, Drama",2.5,794,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
Loev,2015,92,"Drama, Romance",5.8,2434,Sudhanshu Saria,Dhruv Ganesh,Siddharth Menon,Shiv Panditt
Love Exchange,2015,122,Romance,5.2,47,Raj Shetty,Mohit Madaan,Jyoti Sharma,Manoj Pahwa
Luckhnowi Ishq,2015,127,Drama,7.1,23,Aanand Raut,Adhyayan Suman,Karishma Kotak,Mukesh Khanna
Luv U Alia,2015,130,"Family, Romance",5.3,81,Indrajit Lankesh,V. Ravichandran,Chandan Kumar,Sudeep
Madmast Barkhaa,2015,102,"Romance, Thriller",3.6,27,Jaspal Singh,Ekaansh Bhaardwaaj,Mithilesh Chaturvedi,Farida Dadi
Mahesh Dattani's Hasmukh Saab ki Wasihat,2015,82,Drama,6.3,36,Mahesh Dattani,Mohan Agashe,Seema Bhargava,Achint Kaur
Main Aur Charles,2015,119,"Action, Biography, Crime",6.3,1588,Prawaal Raman,Adil Hussain,Alexx O'Nell,Anastasia Fullfina
Main Hoon Rajinikanth,2015,127,Comedy,7.3,35,Faisal Saif,Smita Gondkar,Shakti Kapoor,Sameer Khan
Manjhi: The Mountain Man,2015,120,"Adventure, Biography, Drama",8,18207,Ketan Mehta,Nawazuddin Siddiqui,Radhika Apte,Ashutosh Acharya
Masaan,2015,109,Drama,8.2,24900,Neeraj Ghaywan,Richa Chadha,Sanjay Mishra,Vicky Kaushal
Meeruthiya Gangsters,2015,129,"Comedy, Crime",7.2,623,Zeishan Quadri,Jaideep Ahlawat,Aakash Dahiya,Jatin Sarna
Miss Tanakpur Haazir Ho,2015,154,"Comedy, Crime, Family",5.4,323,Kapri Vinod,Anup Das,Rahul Bagga,Hrishitaa Bhatt
Mohalla Assi,2015,150,"Comedy, Drama",6.8,1601,Chandra Prakash Dwivedi,Sunny Deol,Sakshi Tanwar,Ravi Kishan
Monsoon,2015,106,"Comedy, Drama, Romance",3.3,61,Suzad Iqbal Khan,Shawar Ali,Gaurav Gautam,Pramod Goswami
Moods of Crime,2015,115,Crime,5.8,28,Sunil Shah,Ayaz Ahmed,Uppekha Jain,Anima Pagare
Mr. X,2015,133,"Action, Crime, Drama",3.8,1833,Vikram Bhatt,Emraan Hashmi,Amyra Dastur,Tanmay Bhat
Mrs. Scooter,2015,96,"Drama, Romance",6.5,202,Shiladitya Moulik,Anjali Patil,Jafar Abbas,Satyakam Anand
MSG 2 the Messenger,2015,134,"Action, Comedy, Drama",6.6,8431,Gurmeet Ram Rahim Singh,Muntazir Ahmad,Charanpreet Insan,Honeypreet Insan
MSG: The Messenger of God,2015,197,"Action, Comedy, Drama",5.8,11192,Jeetu Arora,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Daniel Kaleb
Mumbai Can Dance Saalaa,2015,135,Drama,1.6,43,Sachindra Sharma,Shakti Kapoor,Prashant Narayanan,Aditya Pancholi
Muzaffarnagar Baaqi Hai,2015,136,Documentary,6.7,82,Nakul Singh Sawhney,Shubhradeep Chakravorty,Meera Chaudhary,Nakul Singh Sawhney
N.H 10,2015,115,"Action, Crime, Drama",7.2,12421,Navdeep Singh,Anushka Sharma,Neil Bhoopalam,Darshan Kumaar
Nath Ek Pratha,2015,137,Action,6.2,25,Anil Naryani,Bharat Balani,Vaibhav Chauhan,Sikandar Kureshi
NH-8: Road to Nidhivan,2015,95,Horror,2.7,35,Munindra,Auroshika Dey,Arjun Fauzdar,Swaroopa Ghosh
Nil Battey Sannata,2015,100,"Drama, Family",8.3,6069,Ashwiny Iyer Tiwari,Swara Bhaskar,Ratna Pathak Shah,Riya Shukla
Once Upon a Time in Bihar,2015,122,Thriller,6.7,193,Nitin Chandra,Kranti Prakash Jha,Pankaj Jha,Ajay Kumar
Out of a Jam,2015,59,Documentary,8.5,16,Shalini Harshwal,Linnet Mushran,Ramkali,Sunita Dhar
P Se PM Tak,2015,123,"Comedy, Drama",3.9,80,Kundan Shah,Meenakshi Dixit,Indrajeet Soni,Bharat Jadhav
Pappu Ki Pugdandi,2015,83,Drama,6,13,Seema Desai,Anupam Bhattacharya,Jaswinder Gardner,Master Hardik Khanna
Parched,2015,116,Drama,7.6,4954,Leena Yadav,Tannishtha Chatterjee,Radhika Apte,Surveen Chawla
Phantom,2015,136,"Action, Drama, Thriller",5.9,8714,Kabir Khan,Saif Ali Khan,Katrina Kaif,Sabyasachi Chakrabarty
Piku,2015,123,"Comedy, Drama",7.6,29786,Shoojit Sircar,Deepika Padukone,Amitabh Bachchan,Irrfan Khan
Pocket Gangsters,2015,110,"Romance, Thriller",6.5,13,Hemant Nilim Das,Mukesh S. Bhatt,Shivangi Mehra,Madhur Mittal
Prem Ratan Dhan Payo,2015,164,"Action, Drama, Musical",4.4,19913,Sooraj R. Barjatya,Salman Khan,Sonam Kapoor,Neil Nitin Mukesh
Pyaar Ka Punchnama 2,2015,137,"Comedy, Drama, Romance",7.2,14259,Luv Ranjan,Kartik Aaryan,Omkar Kapoor,Sunny Singh Nijjar
Rahasya,2015,123,"Mystery, Thriller",7.6,4599,Manish Gupta,Kay Kay Menon,Ashish Vidyarthi,Tisca Chopra
Rainbow,2015,106,"Comedy, Drama",7.9,3652,Nagesh Kukunoor,Krrish Chhabria,Hetal Gada,Vipin Sharma
Ramta Jogi,2015,139,Romance,6.9,71,Guddu Dhanoa,Rahul Dev,Zafar Dhillon,Anil Grover
Ranbanka,2015,98,Action,3.6,119,Aryeman Ramsay,Manish Paul,Ravi Kishan,Pooja Thakur
Ranna,2015,152,"Action, Comedy, Drama",6.2,616,Nandakishore,Sudeep,Prakash Raj,Avinash
Ranviir the Marshal,2015,132,"Action, Drama, Thriller",7.7,7,Milind Ukey,Rishy,Rati Agnihotri,Ramnita Chaudhry
Room: The Mystery,2015,90,Thriller,3.5,31,Faisal Khan,Atif Jamil,Ibra Khan,Roselyn Dsouza
Roy,2015,146,"Action, Drama, Mystery",3.3,7240,Vikramjit Singh,Arjun Rampal,Jacqueline Fernandez,Ranbir Kapoor
Run Bhuumi - Champs Don't Cry,2015,107,Family,5.7,7,Prashant Singh Rathore,Himani Attri,Mansoob Haider,Hema Singh
Saari Raat,2015,83,Drama,5.6,23,Aparna Sen,Ritwick Chakraborty,Anjan Dutt,Konkona Sen Sharma
Saavi: A Bonded Bride,2015,150,Drama,6.7,9,Rajeev Kumar,Jaspinder Cheema,Manni Boparai,Daljinder Basran
Sabki Bajegi Band,2015,108,"Comedy, Drama",3.5,68,Anirudh Chawla,Swara Bhaskar,Shaurya Chauhan,Jhanvi Desai
Second Hand Husband,2015,105,"Comedy, Romance",3.8,156,Smeep Kang,Dharmendra,Sanjay Mishra,Vijay Raaz
Shaandaar,2015,144,"Comedy, Drama, Romance",3.5,5250,Vikas Bahl,Shahid Kapoor,Alia Bhatt,Pankaj Kapur
Shackle,2015,99,Drama,7.4,20,Dedipya Joshii,Tanima Bhattacharya,Chetan Sharma,Harish Hariaudh
Shamitabh,2015,155,Drama,6.8,7099,R. Balki,Amitabh Bachchan,Dhanush,Akshara Haasan
Sharafat Gayi Tel Lene,2015,108,"Comedy, Drama, Mystery",4.9,273,Gurmmeet Singh,Zayed Khan,Tina Desai,Anupam Kher
Silence the Court Is in Session,2015,105,Drama,6.2,13,Ritesh Menon,Nandita Das,Pravina Bhagwat Deshpande,Ajitesh Gupta
Singh Is Bliing,2015,141,"Action, Comedy",5,7891,Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta
Talvar,2015,132,"Crime, Drama, Mystery",8.2,32313,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi
Tamasha,2015,139,"Comedy, Drama, Romance",7.3,24623,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth
Tanu Weds Manu Returns,2015,128,"Comedy, Drama, Romance",7.6,26843,Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill
Tera Mera Tedha Medha,2015,107,Comedy,4,9,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra
Tevar,2015,157,"Action, Drama, Romance",4,3014,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee
The Angrez 2,2015,99,"Action, Comedy",7.1,57,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy
The Flip Side: A Truth That Could Not Reach You,2015,48,Documentary,9.2,97,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt,Asaram Bapu
The Lovers,2015,109,"Action, Adventure, Romance",4.6,3105,Roland Joff�,Josh Hartnett,Bipasha Basu,Tamsin Egerton
The Perfect Girl,2015,97,Romance,5.7,123,Prakash Nambiar,Teeshay,Tara-Alisha Berry,Shalaka Apte
The Second Best Exotic Marigold Hotel,2015,122,"Comedy, Drama, Romance",6.6,32007,John Madden,Judi Dench,Maggie Smith,Bill Nighy
The Silence,2015,91,Drama,7.3,293,Gajendra Ahire,Sonam Arora,Mugdha Chaphekar,Mihiresh Joshi
The Silent Heroes,2015,115,"Adventure, Drama, Family",6.4,64,Mahesh Bhatt,Mann Bagga,Gurfareen Bano,Maanuv Bharadwaj
The Spectacular Jihad of Taz Rahim,2015,128,"Comedy, Crime, Drama",5.7,19,Raghav Murali,Monica Dogra,Rahsaan Noor,Kal Parekh
The Threshold,2015,87,Drama,7.3,55,Pushan Kripalani,Neena Gupta,Rajit Kapoor,Dhanendra Kawde
The Violin Player,2015,72,"Drama, Music",6.9,363,Bauddhayan Mukherji,Adil Hussain,Ritwick Chakraborty,Nayani Dixit
The Writer,2015,107,"Crime, Mystery",5.9,15,Rajeev Jhaveri,Gemma Atkinson,Victor Banerjee,Gauahar Khan
Three Atrangi Jai-Veeru-Gabbar,2015,124,Comedy,5.9,7,Abhishek Utkarsh Deokar,Bonnie Juneja,Manoj Sharma,Gurdev Bhullar
Time Out,2015,98,"Drama, Family, Music",5.9,338,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma
Train Station,2015,97,"Crime, Drama, Mystery",5.6,144,Xavier Agudo,Tony Pietra Arjuna,Ryan Bajornas,Surya Balakrishnan
Tujhse He Raabta,2015,88,"Drama, Romance",6.2,11,Nivedita Basu,Sara Khan,Yasir Shah,Zara Barring
Umrika,2015,98,"Comedy, Drama",6.6,1328,Prashant Nair,Aashish Bhatt,Uplaksh Kochhar,Megh Pant
Under the Same Sun,2015,93,Drama,8.2,20,Mitra Sen,Karamveer Choudhary,Rucha Inamdar,Motilal Khan
Utopia,2015,85,Drama,5.6,101,Hassan Nazer,Hannah Spearritt,Andrew Shaver,Bhasker Patel
Uvaa,2015,138,"Comedy, Drama",4.9,151,Jasbir Bijender Bhati,Om Puri,Rajit Kapoor,Manish Chaudhary
Waiting,2015,92,"Comedy, Drama",7.2,1699,Anu Menon,Naseeruddin Shah,Kalki Koechlin,Jennifer Antony
Wedding Pullav,2015,124,"Comedy, Romance",3.8,185,Binod Pradhan,Diganth,Anushka Ranjan,Sonnalli Seygall
Welcome 2 Karachi,2015,131,"Action, Comedy, War",4.3,1123,Ashish R. Mohan,Arshad Warsi,Jackky Bhagnani,Lauren Gottlieb
Welcome Back,2015,152,"Action, Comedy, Crime",4.2,5656,Anees Bazmee,John Abraham,Anil Kapoor,Nana Patekar
X: Past Is Present,2015,105,"Drama, Mystery, Romance",5.2,631,Hemant Gaba,Pratim D. Gupta,Sudhish Kamath,Nalan Kumarasamy
Yaara Silly Silly,2015,108,Romance,5.6,239,Subhash Sehgal,Parambrata Chattopadhyay,Paoli Dam,Eva Grover
Yagavarayinum Naa Kakka,2015,151,Thriller,6.6,504,Sathya Prabhas Pinisetty,Aadhi,Nikki Galrani,Mithun Chakraborty
Yash Raaj aur Film!,2015,117,Comedy,6.1,14,Ranveer Pratap Singh,Vishal Acharya,Kirit Aray,Akshay Bhagat
Zubaan,2015,115,Drama,6.1,408,Mozez Singh,Vicky Kaushal,Sarah Jane Dias,Raaghavv Chanana
1:13:7 Ek Tera Saath,2016,120,Horror,5.9,59,Arshad Siddiqui,Pankaj Berry,Anubhav Dhir,Hritu Dudani
1920 London,2016,120,"Horror, Mystery",4.1,1559,Dharmendra Suresh Desai,Sharman Joshi,Meera Chopra,Vishal Karwal
417 Miles,2016,75,Drama,4.8,9,Mainak Dhar,Marilia Colturato,Kyara Jacob,Kyara Ralella Jacob
7 Hours to Go,2016,115,"Crime, Thriller",5.7,398,Saurabh Varma,Sandeepa Dhar,Natasa Stankovic,Shiv Panditt
A Billion Colour Story,2016,105,Drama,8.1,412,Padmakumar Narasimhamurthy,Dhruva Padmakumar,Gaurav Sharma,Vasuki
A Death in the Gunj,2016,110,"Drama, Thriller",7.5,4637,Konkona Sen Sharma,Kalki Koechlin,Vikrant Massey,Gulshan Devaiah
A Flying Jatt,2016,151,"Action, Adventure, Comedy",3,4145,Remo D'Souza,Tiger Shroff,Jacqueline Fernandez,Nathan Jones
A Scandall,2016,112,Thriller,3.1,142,Ishaan Trivedi,Johnny Baweja,Reeth Mazumder-Roberts,Manav Kaul
Aa Jao Please,2016,120,Drama,6.8,16,Azad Jain,Neha Chauhan,Ganraj Jadhav,Dipak Khetiya
Aadupuliyattam,2016,145,Horror,4.2,266,Kannan Thamarakkulam,Jayaram,Ramya Krishnan,Om Puri
Ae Dil Hai Mushkil,2016,158,"Drama, Music, Musical",5.8,21661,Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma
Airlift,2016,130,"Drama, History",8,53897,Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra
Aman Ke Farishtey,2016,137,Action,6.6,23,Kader Kashmiri,Sonia Albizuri,Dev Anand,Bob Christo
An Insignificant Man,2016,96,"Documentary, Thriller",8.7,1928,Khushboo Ranka,Vinay Shukla,Arvind Kejriwal,Saurabh Bhardwaj
Anatomy of Violence,2016,93,"Crime, Drama",5.4,54,Deepa Mehta,Vansh Bhardwaj,Tia Bhatia,Janki Bisht
Anna,2016,142,Biography,4.9,43,Shashank Udapurkar,Shashank Udapurkar,Tanishaa Mukerji,Govind Namdeo
Autohead,2016,97,"Crime, Drama",5.9,355,Rohit Mittal,Adamya,Sunny Banerjee,Ronjini Chakraborty
Awesome Mausam,2016,131,Romance,3.6,5,Yogesh Bharadwaj,Vaarssh Bhatnagar,Sunil Chaurasiyaa,Suhasini Mulay
Azhar,2016,130,"Biography, Drama, Sport",5.7,5328,Anthony D'Souza,Emraan Hashmi,Nargis Fakhri,Prachi Desai
Baaghi,2016,133,"Action, Romance, Thriller",5.2,7912,Sabir Khan,Shraddha Kapoor,Tiger Shroff,Sudheer Babu Posani
Baar Baar Dekho,2016,141,"Action, Comedy, Drama",5.3,6423,Nitya Mehra,Sidharth Malhotra,Katrina Kaif,Sayani Gupta
Badman,2016,83,"Comedy, Drama",4.3,30,Soumik Sen,Gulshan Grover,Rishi Kapoor,Farah Khan
Banjo,2016,137,"Action, Drama, Music",4.9,1105,Ravi Jadhav,Riteish Deshmukh,Nargis Fakhri,Aditya Kumar
Befikre,2016,130,"Comedy, Drama, Romance",3.9,7185,Aditya Chopra,Ranveer Singh,Vaani Kapoor,Armaan Ralhan
Beiimaan Love,2016,120,"Drama, Romance, Thriller",2.8,439,Rajeev Chaudhari,Sunny Leone,Rajniesh Duggall,Daniel Weber
BHK Bhalla@Halla.Kom,2016,122,Comedy,5.9,74,Rakesh Chaturvedi Om,Ujjwal Rana,Inshika Bedi,Manoj Pahwa
Bhouri,2016,140,Drama,6.7,403,Jasbir Bijender Bhati,Raghuvir Yadav,Masha Pour,Kunickaa Sadanand
Bole India Jai Bhim,2016,150,Biography,7.9,20,Subodh Nagdeve,Shyam Bhimsaria,Sameer Deshpande,Jeetendra Doshi
Bollywood Diaries,2016,125,Drama,6,257,K.D. Satyam,Raima Sen,Salim Diwan,Ashish Vidyarthi
Buddha in a Traffic Jam,2016,114,"Crime, Thriller",6.7,2346,Vivek Agnihotri,Aanchal Dwivedi,Mahie Gill,Pallavi Joshi
Budhia Singh: Born to Run,2016,112,"Biography, Drama, Sport",7.6,1393,Soumendra Padhi,Manoj Bajpayee,Mayur Mahendra Patole,Gajraj Rao
Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,2016,134,Animation,8.6,656,Harry Baweja,Harman Baweja,Pawan Kalra,Om Puri
Chalk N Duster,2016,130,Drama,6.5,676,Jayant Gilatar,Richa Chadha,Shabana Azmi,Arya Babbar
Chhota Bheem Himalayan Adventure,2016,97,Animation,5.5,117,Rosauro Adorable,Jigna Bhardwaj,Rupa Bhimani,Sonal Kaushal
Chhupam Chhaai,2016,94,"Adventure, Drama, Family",8.4,79,Pratik Mittal,Akshat Jain,Sanket Chauhan,Anshu Khatri
Chidiya,2016,110,Drama,7.2,15,Mehran Amrohi,Svar Kamble,Ayush Pathak,Vinay Pathak
Chipku,2016,135,Drama,6.8,5,Priyanka,Gouri Ash,Rakesh Bedi,Neha Pal Chowdhury
Chudail Story,2016,100,"Horror, Thriller",2.4,142,Surya Lakkoju,Preeti Soni,Amal Sherawat,Nidhi Bhardwaj
Club Dancer,2016,125,"Action, Musical, Thriller",6.9,17,B. Prasad,Rajbeer Singh,Nish,Ajaz Khan
Crd,2016,108,"Drama, Romance",6.2,119,Kranti Kanad�,Mrinmayee Godbole,Isha Keskar,Abhay Mahajan
Cryptic Road,2016,84,"Mystery, Sci-Fi, Thriller",7.3,23,Moosa Saleem,Hardik Kapadia,Vijay Ashok Sharma,Aastha Gautam
Dangal,2016,161,"Action, Biography, Drama",8.4,165074,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh
Days of Tafree,2016,155,Comedy,7.3,252,Krishnadev Yagnik,Yash Soni,Ansh Bagri,Sarabjeet Bindra
Dead Morning,2016,126,"Comedy, Thriller",6.4,10,Prashant Passy Pilley,Manisha Chauhan,Nidhi Gupta,Saurabh Kishore
Dear Dad,2016,95,"Drama, Family",6.3,384,Tanuj Bhramar,Arvind Swamy,Ekavali Khanna,Himanshu Sharma
Dear Zindagi,2016,151,"Drama, Romance",7.5,37149,Gauri Shinde,Alia Bhatt,Shah Rukh Khan,Kunal Kapoor
Dhara 302,2016,148,Drama,4.4,16,Jitendra Singh Naruka,Muntazir Ahmad,Dipti Dhotre,Dipti
Dil Sala Sanki,2016,110,Romance,5,21,Sushikailash,Shagufta Ali,Hrishitaa Bhatt,Avtar Gill
Dil Toh Deewana Hai,2016,135,"Drama, Romance",6.5,17,Raja Bundela,Zeenat Aman,Raj Babbar,Meenu Bhardwaj
Direct Ishq,2016,130,"Action, Comedy, Romance",4,66,Rajiv S. Ruia,Rajniesh Duggall,Nidhi Subbaiah,Arjun Bijlani
Dishoom,2016,124,"Action, Adventure, Comedy",5.1,7100,Rohit Dhawan,John Abraham,Varun Dhawan,Jacqueline Fernandez
Do Lafzon Ki Kahani,2016,128,"Action, Drama, Romance",6.5,1411,Deepak Tijori,Kajal Aggarwal,Anil George,Randeep Hooda
Dongri Ka Raja,2016,139,"Action, Drama, Musical",3.9,155,Hadi Abrar,Ronit Roy,Ashmit Patel,Gashmeer Mahajani
Dulhan Chahi Pakistan Se,2016,159,"Action, Drama, Family",5.1,19,Rajkumar R. Pandey,Pradeep Pandey,Mukesh Rishi,Subhi Sharma
Fan,2016,142,"Action, Drama, Thriller",7,43273,Maneesh Sharma,Shah Rukh Khan,Sayani Gupta,Shriya Pilgaonkar
Feast of Varanasi,2016,97,"Crime, Drama, Thriller",5.5,27,Rajan Kumar Patel,Adil Hussain,Holly Gilbert,Tannishtha Chatterjee
Fever,2016,123,"Crime, Mystery",4.7,645,Rajeev Jhaveri,Rajeev Khandelwal,Gauahar Khan,Gemma Atkinson
Fitoor,2016,131,"Drama, Romance",5.4,4526,Abhishek Kapoor,Aditya Roy Kapoor,Katrina Kaif,Tabu
Flying Colors,2016,84,Drama,6,13,Raja Krishna,Bhavna Mali,Eknath Kamble,Pawan
Force 2,2016,127,"Action, Adventure, Thriller",6.2,5048,Abhinay Deo,John Abraham,Sonakshi Sinha,Tahir Raj Bhasin
Freaky Ali,2016,120,"Comedy, Sport",4.9,2642,Sohail Khan,Nawazuddin Siddiqui,Arbaaz Khan,Amy Jackson
Fredrick,2016,129,"Action, Thriller",4.9,19,Rajesh Butalia,Avinash Dhyani,Prashant Narayanan,Tulna Butalia
Fuddu,2016,100,"Comedy, Drama",5.4,155,Sunil Subramani,Shubham,Swati Kapoor,Uday Tikekar
Gandhigiri,2016,128,Drama,4.6,56,Sanoj Mishra,Sanoj R. Mishra,Sanjay Mishra,Rishi Bhutani
Gandhiji My Mentor,2016,97,"Drama, History",7.6,29,Nilay Dave,Anil Pandey,Deepak Antani,Nilay Dave
Gang of Littles,2016,112,Drama,5.2,6,Vijay Kumar Mishra,Abhishek,Shehzad Khan,Viju Khote
Gauru: Journey of Courage,2016,124,Family,8.8,85,Ramkishan Choyal,Jahangir Khan,Vedshree Rao,Ila Arun
Ghayal Once Again,2016,127,"Action, Crime, Drama",6.3,4960,Sunny Deol,Sunny Deol,Soha Ali Khan,Om Puri
Global Baba,2016,120,Thriller,5.6,184,Manoj Shidheshwari Tiwari,Pankaj Tripathi,Sandeepa Dhar,Abhimanyu Singh
Great Grand Masti,2016,134,"Comedy, Drama, Fantasy",3.6,2393,Indra Kumar,Urvashi Rautela,Riteish Deshmukh,Vivek Oberoi
Gurgaon,2016,107,"Crime, Thriller",6.5,1883,Shanker Raman,Akshay Oberoi,Pankaj Tripathi,Aamir Bashir
Hai Apna Dil Toh Awara,2016,120,Comedy,6.1,18,Monjoy Joy Mukerji,Sahil Anand,Divya Chouksey,Sareh Far
Happy Bhaag Jayegi,2016,126,"Comedy, Romance",6.5,5046,Mudassar Aziz,Diana Penty,Abhay Deol,Jimmy Sheirgill
Hello Mumbai: Salaam Mumbai,2016,107,"Comedy, Drama, Romance",3.8,1045,Ghorban Mohammadpour,Mohammad Reza Golzar,Dia Mirza,Benyamin Bahadori
Hotel Salvation,2016,102,"Comedy, Drama",7.1,2009,Shubhashish Bhutiani,Adil Hussain,Lalit Behl,Geetanjali Kulkarni
